id	n	tau	factorization
1118	84934656	105	2^20*3^4
1119	85266756	99	2^2*3^10*19^2
1120	85377600	567	2^6*3^2*5^2*7^2*11^2
1121	85525504	55	2^10*17^4
1122	85766121	49	3^6*7^6
1123	86155524	243	2^2*3^2*7^2*13^2*17^2
1124	86397025	45	5^2*11^2*13^4
1125	86676100	135	2^2*5^2*7^4*19^2
1126	86806489	21	7^2*11^6
1127	87422500	135	2^2*5^4*11^2*17^2
1128	87609600	405	2^8*3^4*5^2*13^2
1129	87890625	33	3^2*5^10
1130	88096996	45	2^2*13^2*19^4
1131	88454025	135	3^4*5^2*11^2*19^2
1132	88510464	195	2^12*3^2*7^4
1133	89075844	135	2^2*3^2*11^4*13^2
1134	89302500	315	2^2*3^6*5^4*7^2
1135	89567296	105	2^6*7^2*13^4
1136	89813529	39	3^12*13^2
1137	90250000	105	2^4*5^6*19^2
1138	90326016	231	2^10*3^6*11^2
1139	90630400	243	2^8*5^2*7^2*17^2
1140	90954369	45	3^2*11^2*17^4
1141	91298025	135	3^2*5^2*7^4*13^2
1142	91699776	315	2^6*3^4*7^2*19^2
1143	92160000	225	2^14*3^2*5^4
1144	92236816	45	2^4*7^8
1145	92640625	63	5^6*7^2*11^2
1146	92794689	45	3^2*13^4*19^2
1147	92910321	81	3^8*7^2*17^2
1148	93702400	135	2^8*5^2*11^4
1149	93896100	243	2^2*3^2*5^2*17^2*19^2
1150	94128804	225	2^2*3^4*7^4*11^2
1151	94478400	231	2^6*3^10*5^2
1152	94556176	135	2^4*11^2*13^2*17^2
1153	94633984	57	2^18*19^2
1154	95004009	35	3^6*19^4
1155	95062500	189	2^2*3^2*5^6*13^2
1156	95883264	195	2^12*3^4*17^2
1157	96040000	175	2^6*5^4*7^4
1158	96059601	45	3^8*11^4
1159	96550276	21	2^2*17^6
1160	96589584	315	2^4*3^6*7^2*13^2
1161	97140736	135	2^14*7^2*11^2
1162	97614400	189	2^6*5^2*13^2*19^2
1163	98010000	375	2^4*3^4*5^4*11^2
1164	98903025	135	3^4*5^2*13^2*17^2
1165	99500625	135	3^2*5^4*7^2*19^2
1166	99680256	153	2^16*3^2*13^2
1167	99920016	225	2^4*3^2*7^4*17^2
1168	100000000	81	2^8*5^8
1169	100200100	243	2^2*5^2*7^2*11^2*13^2
1170	100641024	243	2^8*3^2*11^2*19^2
1171	101606400	495	2^10*3^4*5^2*7^2
1172	101969604	189	2^2*3^6*11^2*17^2
1173	102171664	75	2^4*7^2*19^4
1174	102313225	45	5^2*7^2*17^4
1175	102515625	63	3^8*5^6
1176	102819600	225	2^4*3^2*5^2*13^4
1177	103306896	225	2^4*3^2*7^2*11^4
1178	103876864	135	2^8*7^4*13^2
1179	104040000	315	2^6*3^2*5^4*17^2
1180	104162436	117	2^2*3^12*7^2
1181	104857600	69	2^22*5^2
1182	104878081	45	7^4*11^2*19^2
1183	105267600	315	2^4*3^6*5^2*19^2
1184	105781225	45	5^2*11^4*17^2
1185	105884100	189	2^2*3^2*5^2*7^6
1186	106007616	315	2^6*3^4*11^2*13^2
1187	106832896	99	2^10*17^2*19^2
1188	107495424	135	2^14*3^8
1189	107619876	243	2^2*3^2*7^2*13^2*19^2
1190	108056025	189	3^6*5^2*7^2*11^2
1191	108160000	165	2^10*5^4*13^2
1192	108243216	125	2^4*3^4*17^4
1193	109202500	135	2^2*5^4*11^2*19^2
1194	109662784	189	2^6*7^2*11^2*17^2
1195	110250000	315	2^4*3^2*5^6*7^2
1196	110880900	243	2^2*3^8*5^2*13^2
1197	111513600	351	2^12*3^2*5^2*11^2
1198	112021056	245	2^6*3^6*7^4
1199	112529664	243	2^8*3^2*13^2*17^2
1200	112890625	27	5^8*17^2
1201	113209600	243	2^8*5^2*7^2*19^2
1202	113358609	75	3^4*7^2*13^4
1203	113379904	49	2^6*11^6
1204	113614281	81	3^2*11^2*17^2*19^2
1205	114318864	165	2^4*3^10*11^2
1206	114704100	405	2^2*3^4*5^2*7^2*17^2
1207	115025625	135	3^2*5^4*11^2*13^2
1208	115605504	171	2^18*3^2*7^2
1209	116057529	81	3^8*7^2*19^2
1210	116208400	225	2^4*5^2*7^4*11^2
1211	116640000	315	2^8*3^6*5^4
1212	116985856	65	2^12*13^4
1213	117267241	45	7^4*13^2*17^2
1214	117288900	135	2^2*3^2*5^2*19^4
1215	118113424	135	2^4*11^2*13^2*19^2
1216	118374400	135	2^14*5^2*17^2
1217	118592100	225	2^2*3^4*5^2*11^4
1218	119246400	567	2^6*3^2*5^2*7^2*13^2
1219	119574225	45	3^14*5^2
1220	119771136	195	2^12*3^4*19^2
1221	120472576	77	2^10*7^6
1222	120604324	45	2^2*17^4*19^2
1223	120670225	21	5^2*13^6
1224	121000000	147	2^6*5^6*11^2
1225	121242121	45	7^2*11^4*13^2
1226	121352256	189	2^6*3^8*17^2
1227	121550625	125	3^4*5^4*7^4
1228	122102500	135	2^2*5^4*13^2*17^2
1229	122943744	405	2^8*3^4*7^2*11^2
1230	123543225	135	3^4*5^2*13^2*19^2
1231	124411716	135	2^2*3^2*11^2*13^4
1232	124813584	225	2^4*3^2*7^4*19^2
1233	125440000	195	2^12*5^4*7^2
1234	125888400	405	2^4*3^2*5^2*11^2*17^2
1235	126157824	231	2^10*3^6*13^2
1236	126562500	135	2^2*3^4*5^8
1237	126877696	63	2^20*11^2
1238	127035441	45	3^2*13^2*17^4
1239	127373796	189	2^2*3^6*11^2*19^2
1240	127803025	81	5^2*7^2*17^2*19^2
1241	128119761	63	3^2*7^6*11^2
1242	128595600	405	2^4*3^8*5^2*7^2
1243	129390625	63	5^6*7^2*13^2
1244	129960000	315	2^6*3^2*5^4*19^2
1245	130507776	297	2^10*3^2*7^2*17^2
1246	130873600	243	2^8*5^2*11^2*13^2
1247	131469156	225	2^2*3^4*7^4*13^2
1248	131675625	105	3^6*5^4*17^2
1249	132066064	75	2^4*13^4*17^2
1250	132135025	45	5^2*11^4*19^2
1251	132710400	255	2^16*3^4*5^2
1252	133402500	405	2^2*3^2*5^4*7^2*11^2
1253	133448704	55	2^10*19^4
1254	133633600	105	2^6*5^2*17^4
1255	134165889	81	3^8*11^2*13^2
1256	134931456	165	2^10*3^2*11^4
1257	135210384	225	2^4*3^4*17^2*19^2
1258	135675904	135	2^14*7^2*13^2
1259	136002244	63	2^2*7^6*17^2
1260	136048896	117	2^8*3^12
1261	136890000	375	2^4*3^4*5^4*13^2
1262	136983616	189	2^6*7^2*11^2*19^2
1263	138297600	405	2^8*3^2*5^2*7^4
1264	138791961	135	3^4*7^2*11^2*17^2
1265	139948900	135	2^2*5^2*7^2*13^4
1266	140564736	243	2^8*3^2*13^2*19^2
1267	140612164	75	2^2*7^4*11^4
1268	141015625	27	5^8*19^2
1269	141134400	441	2^6*3^6*5^2*11^2
1270	141610000	225	2^4*5^4*7^2*17^2
1271	141776649	55	3^10*7^4
1272	141919569	45	3^2*11^2*19^4
1273	142420356	189	2^2*3^6*13^2*17^2
1274	143233024	117	2^12*11^2*17^2
1275	143280900	405	2^2*3^4*5^2*7^2*19^2
1276	143496441	35	3^4*11^6
1277	144000000	231	2^10*3^2*5^6
1278	144120025	27	5^2*7^8
1279	144288144	405	2^4*3^2*7^2*11^2*13^2
1280	146313216	273	2^12*3^6*7^2
1281	146410000	125	2^4*5^4*11^4
1282	146482609	45	7^4*13^2*19^2
1283	147331044	135	2^2*3^2*7^2*17^4
1284	147622500	165	2^2*3^10*5^4
1285	147744025	81	5^2*11^2*13^2*17^2
1286	147865600	135	2^14*5^2*19^2
1287	148060224	175	2^6*3^4*13^4
1288	149817600	405	2^8*3^4*5^2*17^2
1289	150062500	105	2^2*5^6*7^4
1290	150651076	45	2^2*17^2*19^4
1291	150921225	189	3^6*5^2*7^2*13^2
1292	150994944	75	2^24*3^2
1293	151585344	189	2^6*3^8*19^2
1294	151782400	297	2^10*5^2*7^2*11^2
1295	152324964	135	2^2*3^2*11^4*17^2
1296	152473104	175	2^4*3^4*7^6
1297	152522500	135	2^2*5^4*13^2*19^2
1298	153140625	105	3^4*5^6*11^2
1299	153165376	189	2^6*7^2*13^2*17^2
1300	153586449	39	3^12*17^2
1301	155600676	243	2^2*3^8*7^2*11^2
1302	155750400	351	2^12*3^2*5^2*13^2
1303	156125025	135	3^2*5^2*7^4*17^2
1304	156250000	55	2^4*5^10
1305	157251600	405	2^4*3^2*5^2*11^2*19^2
1306	157351936	85	2^16*7^4
1307	158357056	105	2^6*11^4*13^2
1308	158684409	81	3^2*13^2*17^2*19^2
1309	158760000	525	2^6*3^4*5^4*7^2
1310	159643225	45	5^2*7^2*19^4
1311	159668496	165	2^4*3^10*13^2
1312	160579584	225	2^14*3^4*11^2
1313	160655625	75	3^2*5^4*13^4
1314	161417025	135	3^2*5^2*7^2*11^4
1315	161696656	75	2^4*11^2*17^4
1316	162307600	225	2^4*5^2*7^4*13^2
1317	162562500	189	2^2*3^2*5^6*17^2
1318	163021824	297	2^10*3^2*7^2*19^2
1319	163840000	95	2^18*5^4
1320	164480625	105	3^6*5^4*19^2
1321	164968336	75	2^4*13^4*19^2
1322	165173904	315	2^4*3^6*7^2*17^2
1323	165636900	405	2^2*3^4*5^2*11^2*13^2
1324	166926400	189	2^6*5^2*17^2*19^2
1325	167340096	315	2^6*3^2*7^4*11^2
1326	167961600	297	2^10*3^8*5^2
1327	168896016	125	2^4*3^4*19^4
1328	169000000	147	2^6*5^6*13^2
1329	169130025	75	3^4*5^2*17^4
1330	169338169	45	7^2*11^2*13^4
1331	169885156	63	2^2*7^6*19^2
1332	170459136	153	2^16*3^2*17^2
1333	170772624	175	2^4*3^6*11^4
1334	171348100	243	2^2*5^2*7^2*11^2*17^2
1335	171714816	405	2^8*3^4*7^2*13^2
1336	172186884	51	2^2*3^16
1337	172265625	81	3^2*5^8*7^2
1338	173369889	135	3^4*7^2*11^2*19^2
1339	173765124	63	2^2*3^2*13^6
1340	174240000	405	2^8*3^2*5^4*11^2
1341	175032900	315	2^2*3^6*5^2*7^4
1342	175827600	405	2^4*3^2*5^2*13^2*17^2
1343	176890000	225	2^4*5^4*7^2*19^2
1344	177156100	63	2^2*5^2*11^6
1345	177209344	63	2^20*13^2
1346	177635584	135	2^8*7^4*17^2
1347	177902244	189	2^2*3^6*13^2*19^2
1348	178623225	99	3^10*5^2*11^2
1349	178917376	117	2^12*11^2*19^2
1350	178944129	63	3^2*7^6*13^2
1351	180633600	405	2^14*3^2*5^2*7^2
1352	181279296	315	2^6*3^4*11^2*17^2
1353	181575625	75	5^4*7^4*11^2
1354	182250000	245	2^4*3^6*5^6
1355	182790400	135	2^8*5^2*13^4
1356	183656704	135	2^8*7^2*11^4
1357	184036356	243	2^2*3^2*7^2*17^2*19^2
1358	184552225	81	5^2*11^2*13^2*19^2
1359	184960000	165	2^10*5^4*17^2
1360	185177664	231	2^6*3^10*7^2
1361	186322500	405	2^2*3^2*5^4*7^2*13^2
1362	187142400	405	2^8*3^4*5^2*19^2
1363	187388721	45	3^8*13^4
1364	188183524	21	2^2*19^6
1365	188238400	147	2^6*5^2*7^6
1366	188457984	297	2^10*3^2*11^2*13^2
1367	189062500	81	2^2*5^8*11^2
1368	189612900	243	2^2*3^8*5^2*17^2
1369	190274436	135	2^2*3^2*11^4*19^2
1370	191102976	133	2^18*3^6
1371	191324224	189	2^6*7^2*13^2*19^2
1372	191850201	39	3^12*19^2
1373	192099600	675	2^4*3^4*5^2*7^2*11^2
1374	192432384	135	2^8*3^2*17^4
1375	193849929	135	3^4*7^2*13^2*17^2
1376	195021225	135	3^2*5^2*7^4*19^2
1377	196000000	189	2^8*5^6*7^2
1378	196392196	135	2^2*7^4*11^2*13^2
1379	196700625	135	3^2*5^4*11^2*17^2
1380	197121600	441	2^6*3^6*5^2*13^2
1381	198218241	45	3^2*13^2*19^4
1382	198246400	153	2^16*5^2*11^2
1383	199148544	275	2^10*3^4*7^4
1384	200052736	117	2^12*13^2*17^2
1385	200420649	75	3^4*11^4*13^2
1386	200533921	25	7^4*17^4
1387	200930625	135	3^8*5^4*7^2
1388	201526416	225	2^4*3^2*7^2*13^4
1389	201980944	135	2^4*11^2*17^2*19^2
1390	203062500	189	2^2*3^2*5^6*19^2
1391	203233536	243	2^8*3^8*11^2
1392	203918400	567	2^6*3^2*5^2*7^2*17^2
1393	204490000	225	2^4*5^4*11^2*13^2
1394	205520896	69	2^22*7^2
1395	206324496	315	2^4*3^6*7^2*19^2
1396	206353225	45	5^2*13^4*17^2
1397	207331201	45	7^2*11^4*17^2
1398	207360000	325	2^12*3^4*5^4
1399	207532836	81	2^2*3^2*7^8
1400	208513600	105	2^6*5^2*19^4
1401	208802500	75	2^2*5^4*17^4
1402	210830400	315	2^6*3^2*5^2*11^4
1403	211266225	135	3^4*5^2*17^2*19^2
1404	211789809	105	3^6*7^4*11^2
1405	211993600	297	2^10*5^2*7^2*13^2
1406	212576400	195	2^4*3^12*5^2
1407	212751396	243	2^2*3^2*11^2*13^2*17^2
1408	212926464	153	2^16*3^2*19^2
1409	213890625	105	3^4*5^6*13^2
1410	214036900	243	2^2*5^2*7^2*11^2*19^2
1411	214358881	9	11^8
1412	215737344	231	2^10*3^6*17^2
1413	216090000	375	2^4*3^2*5^4*7^4
1414	217238121	21	3^2*17^6
1415	217326564	243	2^2*3^8*7^2*13^2
1416	218566656	351	2^12*3^2*7^2*11^2
1417	219632400	405	2^4*3^2*5^2*13^2*19^2
1418	220522500	315	2^2*3^6*5^4*11^2
1419	221176384	105	2^6*11^2*13^4
1420	221265625	63	5^6*7^2*17^2
1421	221890816	135	2^8*7^4*19^2
1422	223801600	243	2^8*5^2*11^2*17^2
1423	224280576	225	2^14*3^4*13^2
1424	224820036	225	2^2*3^4*7^4*17^2
1425	225000000	189	2^6*3^2*5^8
1426	225450225	243	3^2*5^2*7^2*11^2*13^2
1427	225840784	75	2^4*13^2*17^4
1428	226442304	315	2^6*3^4*11^2*19^2
1429	227768464	105	2^4*7^6*11^2
1430	228614400	567	2^8*3^6*5^2*7^2
1431	228765625	35	5^6*11^4
1432	229431609	81	3^8*11^2*17^2
1433	229886244	135	2^2*3^2*7^2*19^4
1434	231040000	165	2^10*5^4*19^2
1435	231344100	225	2^2*3^4*5^2*13^4
1436	232013824	135	2^14*7^2*17^2
1437	232440516	225	2^2*3^4*7^2*11^4
1438	233722944	315	2^6*3^2*7^4*13^2
1439	234090000	375	2^4*3^4*5^4*17^2
1440	234365481	45	3^14*7^2
1441	235929600	189	2^20*3^2*5^2
1442	236513641	21	7^2*13^6
1443	236852100	243	2^2*3^8*5^2*19^2
1444	237160000	315	2^6*5^4*7^2*11^2
1445	238239225	105	3^4*5^2*7^6
1446	238517136	315	2^4*3^6*11^2*13^2
1447	239320900	243	2^2*5^2*7^2*13^2*17^2
1448	239878144	75	2^14*11^4
1449	240374016	243	2^8*3^2*17^2*19^2
1450	241864704	143	2^12*3^10
1451	242144721	135	3^4*7^2*13^2*19^2
1452	243360000	405	2^8*3^2*5^4*13^2
1453	243547236	105	2^2*3^6*17^4
1454	244140625	13	5^12
1455	245705625	135	3^2*5^4*11^2*19^2
1456	245862400	195	2^12*5^2*7^4
1457	246741264	405	2^4*3^2*7^2*11^2*17^2
1458	247432900	135	2^2*5^2*11^4*13^2
1459	248062500	315	2^2*3^4*5^6*7^2
1460	249482025	99	3^10*5^2*13^2
1461	249892864	117	2^12*13^2*19^2
1462	250493929	45	7^4*17^2*19^2
1463	250905600	495	2^10*3^4*5^2*11^2
1464	252047376	225	2^4*3^8*7^4
1465	252301456	75	2^4*11^2*19^4
1466	252651025	45	5^2*11^2*17^4
1467	253191744	315	2^6*3^4*13^2*17^2
1468	253605625	75	5^4*7^4*13^2
1469	254721600	567	2^6*3^2*5^2*7^2*19^2
1470	255104784	105	2^4*3^2*11^6
1471	256000000	105	2^14*5^6
1472	256512256	243	2^8*7^2*11^2*13^2
1473	257217444	117	2^2*3^12*11^2
1474	257763025	45	5^2*13^4*19^2
1475	258084225	189	3^6*5^2*7^2*17^2
1476	258984649	45	7^2*11^4*19^2
1477	260112384	255	2^16*3^4*7^2
1478	260822500	135	2^2*5^4*17^2*19^2
1479	261468900	405	2^2*3^2*5^2*7^4*11^2
1480	261921856	105	2^6*7^2*17^4
1481	262440000	315	2^6*3^8*5^4
1482	263218176	165	2^10*3^2*13^4
1483	263900025	75	3^4*5^2*19^4
1484	264062500	81	2^2*5^8*13^2
1485	265755204	243	2^2*3^2*11^2*13^2*19^2
1486	266342400	351	2^12*3^2*5^2*17^2
1487	266832225	105	3^6*5^2*11^4
1488	268304400	675	2^4*3^4*5^2*7^2*13^2
1489	268435456	29	2^28
1490	269485056	231	2^10*3^6*19^2
1491	270799936	105	2^6*11^4*17^2
1492	271063296	189	2^8*3^2*7^6
1493	271359729	45	3^2*17^4*19^2
1494	272250000	315	2^4*3^2*5^6*11^2
1495	273042576	165	2^4*3^10*17^2
1496	274299844	75	2^2*7^4*13^4
1497	274730625	135	3^2*5^4*13^2*17^2
1498	276390625	63	5^6*7^2*19^2
1499	276623424	441	2^6*3^6*7^2*11^2
1500	276889600	153	2^16*5^2*13^2
1501	277555600	225	2^4*5^2*7^4*17^2
1502	279558400	243	2^8*5^2*11^2*19^2
1503	279926361	75	3^4*11^2*13^4
1504	280830564	225	2^2*3^4*7^4*19^2
1505	282105616	135	2^4*13^2*17^2*19^2
1506	282240000	495	2^10*3^2*5^4*7^2
1507	282475249	11	7^10
1508	283248900	405	2^2*3^4*5^2*11^2*17^2
1509	283855104	243	2^8*3^8*13^2
1510	284765625	63	3^6*5^8
1511	285474816	171	2^18*3^2*11^2
1512	285610000	125	2^4*5^4*13^4
1513	286591041	81	3^8*11^2*19^2
1514	286963600	225	2^4*5^2*7^2*11^4
1515	289000000	147	2^6*5^6*17^2
1516	289340100	297	2^2*3^10*5^2*7^2
1517	289578289	81	7^2*11^2*13^2*17^2
1518	289816576	135	2^14*7^2*19^2
1519	292410000	375	2^4*3^4*5^4*19^2
1520	293642496	405	2^8*3^4*7^2*17^2
1521	294122500	105	2^2*5^4*7^6
1522	294465600	567	2^6*3^2*5^2*11^2*13^2
1523	295805601	105	3^6*7^4*13^2
1524	297148644	135	2^2*3^2*13^4*17^2
1525	297493504	165	2^10*7^4*11^2
1526	298598400	315	2^14*3^6*5^2
1527	298944100	243	2^2*5^2*7^2*13^2*19^2
1528	299393809	21	11^6*13^2
1529	300155625	225	3^4*5^4*7^2*11^2
1530	300259584	135	2^8*3^2*19^4
1531	300675600	225	2^4*3^2*5^2*17^4
1532	303038464	63	2^20*17^2
1533	303595776	225	2^8*3^4*11^4
1534	304223364	189	2^2*3^6*17^2*19^2
1535	305270784	351	2^12*3^2*7^2*13^2
1536	306005049	63	3^2*7^6*17^2
1537	306110016	105	2^6*3^14
1538	306250000	135	2^4*5^8*7^2
1539	308002500	315	2^2*3^6*5^4*13^2
1540	308213136	405	2^4*3^2*7^2*11^2*19^2
1541	308915776	49	2^6*13^6
1542	309760000	195	2^12*5^4*11^2
1543	311169600	525	2^6*3^4*5^2*7^4
1544	312582400	243	2^8*5^2*13^2*17^2
1545	312900721	25	7^4*19^4
1546	314885025	135	3^2*5^2*7^2*13^4
1547	315595225	81	5^2*11^2*17^2*19^2
1548	316270656	315	2^6*3^4*13^2*19^2
1549	316377369	75	3^2*7^4*11^4
1550	317552400	405	2^4*3^8*5^2*11^2
1551	318122896	105	2^4*7^6*13^2
1552	318622500	405	2^2*3^2*5^4*7^2*17^2
1553	319515625	63	5^6*11^2*13^2
1554	320445801	81	3^8*13^2*17^2
1555	321126400	171	2^18*5^2*7^2
1556	322274304	297	2^10*3^2*11^2*17^2
1557	322382025	189	3^6*5^2*7^2*19^2
1558	324000000	315	2^8*3^4*5^6
1559	324648324	405	2^2*3^4*7^2*11^2*13^2
1560	325802500	75	2^2*5^4*19^4
1561	327175744	189	2^6*7^2*17^2*19^2
1562	329204736	297	2^10*3^8*7^2
1563	329422500	225	2^2*3^2*5^4*11^4
1564	331240000	315	2^6*5^4*7^2*13^2
1565	331494849	75	3^4*7^2*17^4
1566	332150625	65	3^12*5^4
1567	332697600	351	2^12*3^2*5^2*19^2
1568	333135504	175	2^4*3^6*13^4
1569	335036416	135	2^14*11^2*13^2
1570	335842276	135	2^2*7^4*11^2*17^2
1571	337089600	441	2^6*3^6*5^2*17^2
1572	337640625	105	3^2*5^6*7^4
1573	338265664	105	2^6*11^4*19^2
1574	338964921	45	3^2*17^2*19^4
1575	339738624	115	2^22*3^4
1576	341067024	165	2^4*3^10*19^2
1577	341510400	729	2^8*3^2*5^2*7^2*11^2
1578	342102016	65	2^12*17^4
1579	342731169	75	3^4*11^4*17^2
1580	343064484	147	2^2*3^6*7^6
1581	343175625	135	3^2*5^4*13^2*19^2
1582	344622096	405	2^4*3^2*7^2*13^2*17^2
1583	345588100	135	2^2*5^2*11^2*13^4
1584	346704400	225	2^4*5^2*7^4*19^2
1585	347225956	63	2^2*7^2*11^6
1586	349690000	225	2^4*5^4*11^2*17^2
1587	350101521	99	3^10*7^2*11^2
1588	350438400	495	2^10*3^4*5^2*13^2
1589	351562500	99	2^2*3^2*5^10
1590	352387984	75	2^4*13^2*19^4
1591	352876225	45	5^2*13^2*17^4
1592	353816100	405	2^2*3^4*5^2*11^2*19^2
1593	354041856	225	2^14*3^2*7^4
1594	355888225	63	5^2*7^6*11^2
1595	356303376	225	2^4*3^2*11^4*13^2
1596	357210000	525	2^4*3^6*5^4*7^2
1597	358269184	135	2^8*7^2*13^4
1598	359254116	117	2^2*3^12*13^2
1599	361000000	147	2^6*5^6*19^2
1600	361304064	273	2^12*3^6*11^2
1601	361722361	81	7^2*11^2*13^2*19^2
1602	362521600	297	2^10*5^2*7^2*17^2
1603	363817476	135	2^2*3^2*11^2*17^4
1604	365192100	405	2^2*3^2*5^2*7^4*13^2
1605	365765625	105	3^4*5^6*17^2
1606	366799104	405	2^8*3^4*7^2*19^2
1607	368640000	255	2^16*3^2*5^4
1608	368947264	63	2^6*7^8
1609	370562500	189	2^2*5^6*7^2*11^2
1610	371178756	135	2^2*3^2*13^4*19^2
1611	371641284	243	2^2*3^8*7^2*17^2
1612	372683025	189	3^6*5^2*11^2*13^2
1613	374809600	165	2^10*5^2*11^4
1614	375584400	405	2^4*3^2*5^2*17^2*19^2
1615	376515216	375	2^4*3^4*7^4*11^2
1616	377913600	297	2^8*3^10*5^2
1617	378224704	189	2^6*11^2*13^2*17^2
1618	378535936	63	2^20*19^2
1619	380016036	105	2^2*3^6*19^4
1620	380250000	315	2^4*3^2*5^6*13^2
1621	382241601	63	3^2*7^6*19^2
1622	383533056	225	2^14*3^4*17^2
1623	384160000	225	2^8*5^4*7^4
1624	384238404	135	2^2*3^8*11^4
1625	385533225	243	3^2*5^2*7^2*11^2*17^2
1626	386201104	35	2^4*17^6
1627	386358336	441	2^6*3^6*7^2*13^2
1628	387420489	19	3^18
1629	388562944	153	2^16*7^2*11^2
1630	390457600	243	2^8*5^2*13^2*19^2
1631	390971529	35	3^4*13^6
1632	392040000	525	2^6*3^4*5^4*11^2
1633	393824025	135	3^8*5^2*7^4
1634	394221025	45	5^2*11^2*19^4
1635	395612100	405	2^2*3^4*5^2*13^2*17^2
1636	398002500	405	2^2*3^2*5^4*7^2*19^2
1637	398601225	63	3^2*5^2*11^6
1638	398721024	171	2^18*3^2*13^2
1639	399680064	315	2^6*3^2*7^4*17^2
1640	400000000	99	2^10*5^8
1641	400280049	81	3^8*13^2*19^2
1642	400800400	405	2^4*5^2*7^2*11^2*13^2
1643	402564096	297	2^10*3^2*11^2*19^2
1644	404452321	45	7^2*13^4*17^2
1645	406425600	585	2^12*3^4*5^2*7^2
1646	407878416	315	2^4*3^6*11^2*17^2
1647	408686656	105	2^6*7^2*19^4
1648	409252900	135	2^2*5^2*7^2*17^4
1649	410062500	189	2^2*3^8*5^6
1650	411278400	315	2^6*3^2*5^2*13^4
1651	413227584	315	2^6*3^2*7^2*11^4
1652	414081801	135	3^4*7^2*17^2*19^2
1653	415507456	165	2^10*7^4*13^2
1654	416160000	405	2^8*3^2*5^4*17^2
1655	416649744	195	2^4*3^12*7^2
1656	418161601	25	11^4*13^4
1657	419225625	225	3^4*5^4*7^2*13^2
1658	419430400	75	2^24*5^2
1659	419512324	135	2^2*7^4*11^2*19^2
1660	421070400	441	2^6*3^6*5^2*19^2
1661	423124900	135	2^2*5^2*11^4*17^2
1662	423412929	21	3^2*19^6
1663	423536400	315	2^4*3^2*5^2*7^6
1664	424030464	405	2^8*3^4*11^2*13^2
1665	425390625	81	3^2*5^8*11^2
1666	426629025	99	3^10*5^2*17^2
1667	427331584	117	2^12*17^2*19^2
1668	428117481	75	3^4*11^4*19^2
1669	429981696	153	2^16*3^8
1670	430479504	405	2^4*3^2*7^2*13^2*19^2
1671	432224100	567	2^2*3^6*5^2*7^2*11^2
1672	432640000	195	2^12*5^4*13^2
1673	432972864	175	2^6*3^4*17^4
1674	433680625	75	5^4*7^4*17^2
1675	436810000	225	2^4*5^4*11^2*19^2
1676	438651136	243	2^8*7^2*11^2*17^2
1677	440790025	81	5^2*13^2*17^2*19^2
1678	441000000	441	2^6*3^2*5^6*7^2
1679	441882441	135	3^2*7^4*11^2*13^2
1680	443523600	405	2^4*3^8*5^2*13^2
1681	446054400	405	2^14*3^2*5^2*11^2
1682	446265625	35	5^6*13^4
1683	448084224	315	2^8*3^6*7^4
1684	448380625	75	5^4*7^2*11^4
1685	450118656	297	2^10*3^2*13^2*17^2
1686	451562500	81	2^2*5^8*17^2
1687	452838400	297	2^10*5^2*7^2*19^2
1688	453434436	225	2^2*3^4*7^2*13^4
1689	453519616	63	2^8*11^6
1690	454457124	243	2^2*3^2*11^2*17^2*19^2
1691	456890625	105	3^4*5^6*19^2
1692	457275456	231	2^6*3^10*11^2
1693	458816400	675	2^4*3^4*5^2*7^2*17^2
1694	460102500	405	2^2*3^2*5^4*11^2*13^2
1695	462422016	189	2^20*3^2*7^2
1696	464230116	243	2^2*3^8*7^2*19^2
1697	464833600	315	2^6*5^2*7^4*11^2
1698	466560000	385	2^10*3^6*5^4
1699	466948881	45	3^4*7^8
1700	467943424	75	2^14*13^4
1701	469068964	135	2^2*7^4*13^2*17^2
1702	469155600	225	2^4*3^2*5^2*19^4
1703	469805625	75	3^2*5^4*17^4
1704	472453696	189	2^6*11^2*13^2*19^2
1705	473497600	153	2^16*5^2*17^2
1706	474368400	375	2^4*3^4*5^2*11^4
1707	476985600	729	2^8*3^2*5^2*7^2*13^2
1708	478296900	135	2^2*3^14*5^2
1709	478515625	33	5^10*7^2
1710	478690641	135	3^4*11^2*13^2*17^2
1711	479084544	225	2^14*3^4*19^2
1712	481583025	243	3^2*5^2*7^2*11^2*19^2
1713	481890304	91	2^12*7^6
1714	482417296	75	2^4*17^4*19^2
1715	482680900	63	2^2*5^2*13^6
1716	484000000	189	2^8*5^6*11^2
1717	484968484	135	2^2*7^2*11^4*13^2
1718	485409024	243	2^8*3^8*17^2
1719	486202500	375	2^2*3^4*5^4*7^4
1720	488410000	225	2^4*5^4*13^2*17^2
1721	488984769	99	3^10*7^2*13^2
1722	491774976	495	2^10*3^4*7^2*11^2
1723	494172900	405	2^2*3^4*5^2*13^2*19^2
1724	495196009	45	7^2*11^2*17^4
1725	496175625	135	3^8*5^4*11^2
1726	497067025	63	5^2*7^6*13^2
1727	497646864	225	2^4*3^2*11^2*13^4
1728	499254336	315	2^6*3^2*7^4*19^2
1729	501760000	225	2^14*5^4*7^2
1730	503553600	567	2^6*3^2*5^2*11^2*17^2
1731	504631296	273	2^12*3^6*13^2
1732	505215529	45	7^2*13^4*19^2
1733	505845081	105	3^6*7^4*17^2
1734	506250000	225	2^4*3^4*5^8
